A: 1572
0.050000 0.416176
0.150000 0.268825
0.250000 0.011462
0.350000 0.854913
0.450000 0.790164
0.550000 0.006178
0.650000 0.000000
0.750000 0.000000
0.850000 0.000000
B: 1865
0.050000 0.000000
0.150000 0.239303
0.250000 0.987317
0.350000 0.131623
0.450000 0.181437
0.550000 0.980455
0.650000 0.263802
0.750000 0.148399
0.850000 0.391633
C: 0
